Name,Package URL,Github,Downloads
estraverse,https://www.npmjs.com/package/estraverse,https://github.com/estools/estraverse,0.6794644941987242
babel-loader,https://www.npmjs.com/package/babel-loader,https://github.com/babel/babel-loader,0.6786052941192924
cliui,https://www.npmjs.com/package/cliui,https://github.com/yargs/cliui,0.678171050659973
mocha,https://www.npmjs.com/package/mocha,https://github.com/mochajs/mocha,0.6776949960657187
yaml,https://www.npmjs.com/package/yaml,https://github.com/eemeli/yaml,0.6773727812165755
@types/express,https://www.npmjs.com/package/%40types%2Fexpress,https://github.com/DefinitelyTyped/DefinitelyTyped,0.6767102474324629
http-proxy,https://www.npmjs.com/package/http-proxy,https://github.com/http-party/node-http-proxy,0.6762065885606853
browserslist,https://www.npmjs.com/package/browserslist,https://github.com/browserslist/browserslist,0.6759387015102972
css-loader,https://www.npmjs.com/package/css-loader,https://github.com/webpack-contrib/css-loader,0.6755876315029938
styled-components,https://www.npmjs.com/package/styled-components,https://github.com/styled-components/styled-components,0.6751985387707431
@babel/preset-env,https://www.npmjs.com/package/%40babel%2Fpreset-env,https://github.com/babel/babel,0.675046653802419
regenerator-runtime,https://www.npmjs.com/package/regenerator-runtime,https://github.com/facebook/regenerator/tree/main,0.6728026615893461
html-webpack-plugin,https://www.npmjs.com/package/html-webpack-plugin,https://github.com/jantimon/html-webpack-plugin,0.6724408054956714
mongoose,https://www.npmjs.com/package/mongoose,https://github.com/Automattic/mongoose,0.6720389493628541
handlebars,https://www.npmjs.com/package/handlebars,https://github.com/handlebars-lang/handlebars.js,0.6684604733512843
https-proxy-agent,https://www.npmjs.com/package/https-proxy-agent,https://github.com/TooTallNate/proxy-agents,0.6684177917460828
pg,https://www.npmjs.com/package/pg,https://github.com/brianc/node-postgres,0.6683379003454591
js-cookie,https://www.npmjs.com/package/js-cookie,https://github.com/js-cookie/js-cookie,0.6679882533100563
sass,https://www.npmjs.com/package/sass,https://github.com/sass/dart-sass,0.6676848518753102
